Data_horario;Frutas
2022-06-12 19:20:00;goiaba
2022-06-12 19:40:00;abacaxi
2022-06-12 20:00:00;laranja
2022-06-12 20:20:00;goiaba
2022-06-12 20:40:00;melancia
2022-06-12 21:00:00;melancia
2022-06-12 21:20:00;pessego
2022-06-12 21:40:00;melancia
2022-06-12 22:00:00;laranja
2022-06-12 22:20:00;abacate
2022-06-12 22:40:00;banana
2022-06-12 23:00:00;abacate
2022-06-12 23:20:00;melancia
2022-06-12 23:40:00;pessego
2022-06-13 00:00:00;uva
2022-06-13 00:20:00;pessego
2022-06-13 00:40:00;abacate
2022-06-13 01:00:00;abacaxi
2022-06-13 01:20:00;melancia
2022-06-13 01:40:00;tangerina
2022-06-13 02:00:00;pessego
2022-06-13 02:20:00;pessego
2022-06-13 02:40:00;goiaba
2022-06-13 03:00:00;abacaxi
2022-06-13 03:20:00;goiaba
2022-06-13 03:40:00;banana
2022-06-13 04:00:00;banana
2022-06-13 04:20:00;tangerina
2022-06-13 04:40:00;abacaxi
2022-06-13 05:00:00;pessego
2022-06-13 05:20:00;abacaxi
2022-06-13 05:40:00;tangerina
2022-06-13 06:00:00;abacate
2022-06-13 06:20:00;abacate
2022-06-13 06:40:00;banana
2022-06-13 07:00:00;goiaba
2022-06-13 07:20:00;uva
2022-06-13 07:40:00;abacate
2022-06-13 08:00:00;laranja
2022-06-13 08:20:00;banana
2022-06-13 08:40:00;laranja
2022-06-13 09:00:00;tangerina
2022-06-13 09:20:00;melancia
2022-06-13 09:40:00;abacaxi
2022-06-13 10:00:00;abacaxi
2022-06-13 10:20:00;abacaxi
2022-06-13 10:40:00;laranja
2022-06-13 11:00:00;tangerina
2022-06-13 11:20:00;uva
2022-06-13 11:40:00;goiaba
2022-06-13 12:00:00;melancia
2022-06-13 12:20:00;laranja
2022-06-13 12:40:00;goiaba
2022-06-13 13:00:00;uva
2022-06-13 13:20:00;abacate
2022-06-13 13:40:00;abacate
2022-06-13 14:00:00;tangerina
2022-06-13 14:20:00;laranja
2022-06-13 14:40:00;pessego
2022-06-13 15:00:00;laranja
2022-06-13 15:20:00;manga
2022-06-13 15:40:00;goiaba
2022-06-13 16:00:00;pessego
2022-06-13 16:20:00;tangerina
2022-06-13 16:40:00;goiaba
2022-06-13 17:00:00;tangerina
2022-06-13 17:20:00;goiaba
2022-06-13 17:40:00;abacate
2022-06-13 18:00:00;melancia
2022-06-13 18:20:00;laranja
2022-06-13 18:40:00;abacate
2022-06-13 19:00:00;abacate
2022-06-13 19:20:00;goiaba
2022-06-13 19:40:00;pessego
2022-06-13 20:00:00;melancia
2022-06-13 20:20:00;abacaxi
2022-06-13 20:40:00;laranja
2022-06-13 21:00:00;goiaba
2022-06-13 21:20:00;melancia
2022-06-13 21:40:00;manga
2022-06-13 22:00:00;goiaba
2022-06-13 22:20:00;pessego
2022-06-13 22:40:00;abacate
2022-06-13 23:00:00;manga
2022-06-13 23:20:00;melancia
2022-06-13 23:40:00;manga
2022-06-14 00:00:00;melancia
2022-06-14 00:20:00;goiaba
2022-06-14 00:40:00;abacate
2022-06-14 01:00:00;laranja
2022-06-14 01:20:00;tangerina
2022-06-14 01:40:00;abacaxi
2022-06-14 02:00:00;goiaba
2022-06-14 02:20:00;pessego
2022-06-14 02:40:00;goiaba
2022-06-14 03:00:00;laranja
2022-06-14 03:20:00;goiaba
2022-06-14 03:40:00;goiaba
2022-06-14 04:00:00;pessego
2022-06-14 04:20:00;goiaba
2022-06-14 04:40:00;laranja
2022-06-14 05:00:00;laranja
2022-06-14 05:20:00;abacaxi
2022-06-14 05:40:00;uva
2022-06-14 06:00:00;pessego
2022-06-14 06:20:00;uva
2022-06-14 06:40:00;banana
2022-06-14 07:00:00;goiaba
2022-06-14 07:20:00;pessego
2022-06-14 07:40:00;melancia
2022-06-14 08:00:00;abacate
2022-06-14 08:20:00;uva
2022-06-14 08:40:00;banana
2022-06-14 09:00:00;melancia
2022-06-14 09:20:00;abacate
2022-06-14 09:40:00;goiaba
2022-06-14 10:00:00;abacate
2022-06-14 10:20:00;uva
2022-06-14 10:40:00;banana
2022-06-14 11:00:00;melancia
2022-06-14 11:20:00;abacate
2022-06-14 11:40:00;abacate
2022-06-14 12:00:00;banana
2022-06-14 12:20:00;melancia
2022-06-14 12:40:00;pessego
2022-06-14 13:00:00;manga
2022-06-14 13:20:00;abacaxi
2022-06-14 13:40:00;abacaxi
2022-06-14 14:00:00;banana
2022-06-14 14:20:00;manga
2022-06-14 14:40:00;goiaba
2022-06-14 15:00:00;banana
2022-06-14 15:20:00;tangerina
2022-06-14 15:40:00;pessego
2022-06-14 16:00:00;abacate
2022-06-14 16:20:00;laranja
2022-06-14 16:40:00;melancia
2022-06-14 17:00:00;manga
2022-06-14 17:20:00;manga
2022-06-14 17:40:00;pessego
2022-06-14 18:00:00;banana
2022-06-14 18:20:00;abacaxi
2022-06-14 18:40:00;abacate
2022-06-14 19:00:00;abacaxi
2022-06-14 19:20:00;laranja
2022-06-14 19:40:00;abacaxi
2022-06-14 20:00:00;manga
2022-06-14 20:20:00;melancia
2022-06-14 20:40:00;abacaxi
2022-06-14 21:00:00;tangerina
2022-06-14 21:20:00;goiaba
2022-06-14 21:40:00;melancia
2022-06-14 22:00:00;manga
2022-06-14 22:20:00;laranja
2022-06-14 22:40:00;melancia
2022-06-14 23:00:00;abacaxi
2022-06-14 23:20:00;abacate
2022-06-14 23:40:00;pessego
2022-06-15 00:00:00;goiaba
2022-06-15 00:20:00;manga
2022-06-15 00:40:00;tangerina
2022-06-15 01:00:00;pessego
2022-06-15 01:20:00;goiaba
2022-06-15 01:40:00;manga
2022-06-15 02:00:00;manga
2022-06-15 02:20:00;pessego
2022-06-15 02:40:00;abacate
2022-06-15 03:00:00;melancia
2022-06-15 03:20:00;goiaba
2022-06-15 03:40:00;melancia
2022-06-15 04:00:00;abacate
2022-06-15 04:20:00;melancia
2022-06-15 04:40:00;abacate
2022-06-15 05:00:00;pessego
2022-06-15 05:20:00;abacaxi
2022-06-15 05:40:00;abacate
2022-06-15 06:00:00;laranja
2022-06-15 06:20:00;goiaba
2022-06-15 06:40:00;abacaxi
2022-06-15 07:00:00;uva
2022-06-15 07:20:00;manga
2022-06-15 07:40:00;manga
2022-06-15 08:00:00;laranja
2022-06-15 08:20:00;manga
2022-06-15 08:40:00;uva
2022-06-15 09:00:00;abacate
2022-06-15 09:20:00;laranja
2022-06-15 09:40:00;manga
2022-06-15 10:00:00;laranja
2022-06-15 10:20:00;laranja
2022-06-15 10:40:00;abacate
2022-06-15 11:00:00;uva
2022-06-15 11:20:00;abacaxi
2022-06-15 11:40:00;abacate
2022-06-15 12:00:00;goiaba
2022-06-15 12:20:00;abacaxi
2022-06-15 12:40:00;pessego
2022-06-15 13:00:00;pessego
2022-06-15 13:20:00;melancia
2022-06-15 13:40:00;laranja
2022-06-15 14:00:00;melancia
2022-06-15 14:20:00;pessego
2022-06-15 14:40:00;banana
2022-06-15 15:00:00;pessego
2022-06-15 15:20:00;banana
2022-06-15 15:40:00;abacate
2022-06-15 16:00:00;laranja
2022-06-15 16:20:00;banana
2022-06-15 16:40:00;uva
2022-06-15 17:00:00;goiaba
2022-06-15 17:20:00;manga
2022-06-15 17:40:00;manga
2022-06-15 18:00:00;pessego
2022-06-15 18:20:00;manga
2022-06-15 18:40:00;uva
2022-06-15 19:00:00;abacaxi
2022-06-15 19:20:00;tangerina
2022-06-15 19:40:00;goiaba
2022-06-15 20:00:00;melancia
2022-06-15 20:20:00;banana
2022-06-15 20:40:00;goiaba
2022-06-15 21:00:00;melancia
2022-06-15 21:20:00;abacaxi
2022-06-15 21:40:00;abacate
2022-06-15 22:00:00;pessego
2022-06-15 22:20:00;tangerina
2022-06-15 22:40:00;tangerina
2022-06-15 23:00:00;manga
2022-06-15 23:20:00;banana
